"","Reserve.x","Block.x","Plot.ID.x","Quadrant.x","Plot.ID.quadrant","Trt.comp.x","Trt.water.x","Focal.sp.x","Angianthus.tomentosus","Arctotheca.calendula","Brassica.tournefortii","Calandrinia.eremaea","Calotis.hispidula","Calotis.multicaulis","Chthonocephalus.pseudevax","Crassula.colorata.or.exserta","Daucus.glochidiatus","Echium.plantagineum","Ehrharta.longiflora","Gilberta.tenuifolia","Gonocarpus.nodulosus","Goodenia.berardiana","Haloragis.odontocarpa","Lawrencella.rosea","Lobelia.sp","Monoculus.monstrosus","Nicotiana.rotundifolia","Oxalis.sp","Parentucellia.latifolia","Pentaschistis.airoides","Peperomia-like weed","Petrorhagia.velutina","Plantago.debilis","Podolepis.canescens","Podotheca.gnaphalioides","Pogonolepis.muelleriana","Ptilotus.sp","Rhodanthe.citrina","Rhodanthe.laevis","Rhodanthe.manglesii","Schoenia.cassiniana","Schoenus.nanus","Senecio.glossanthus","Sonchus.oleraceus","Stenopetalum.lineare","Trifolium.sp","Urospermum.picroides","Ursinia.anthemoides","Velleia.rosea","Vulpia.bromoides","Wahlenbergia.capensis","Wahlenbergia.gracilenta","Waitzia.acuminata","Waitzia.nitida","<NA>","Plot","Number.flowers.total","Seedcount.extrapolated.integer","Colwell.P","Canopy"
"262","bendering","BHT4","BHT4SD",2,"BHT4SD.2","S","D","T",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,126,252,4.3,0.59766
"263","bendering","BHT4","BHT4SD",3,"BHT4SD.3","S","D","H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,28,4.3,0.59766
"264","bendering","BHT4","BHT4SD",4,"BHT4SD.4","S","D","T",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,103.5,207,4.3,0.59766
"265","bendering","BHW1","BHW1CD",1,"BHW1CD.1","C","D","H",0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,7,0,0,1,NA,NA,9.1,0.44456
"266","bendering","BHW1","BHW1CD",2,"BHW1CD.2","C","D","W",0,3,0,0,0,0,0,0,0,0,0,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15,0,0,1,7,234,9.1,0.44456
"267","bendering","BHW1","BHW1CD",3,"BHW1CD.3","C","D","H",0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,13,0,0,1,1,NA,9.1,0.44456
"268","bendering","BHW1","BHW1CD",4,"BHW1CD.4","C","D","W",0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,13,NA,9.1,0.44456
"269","bendering","BHW1","BHW1CD",4,"BHW1CD.4","C","D","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,NA,9.1,0.44456
"270","bendering","BHW1","BHW1ED",1,"BHW1ED.1","E","D","H",0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,NA,NA,9.1,0.42582
"271","bendering","BHW1","BHW1ED",2,"BHW1ED.2","E","D","W",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,NA,9.1,0.42582
"272","bendering","BHW1","BHW1ED",4,"BHW1ED.4","E","D","H",0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,2,NA,9.1,0.42582
"273","bendering","BHW1","BHW1MD",1,"BHW1MD.1","M","D","H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,NA,NA,9.1,0.41593
"274","bendering","BHW1","BHW1MD",2,"BHW1MD.2","M","D","H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,NA,NA,9.1,0.41593
"275","bendering","BHW1","BHW1MD",3,"BHW1MD.3","M","D","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,5,7,61,9.1,0.41593
"276","bendering","BHW1","BHW1MD",4,"BHW1MD.4","M","D","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,5,10,378,9.1,0.41593
"277","bendering","BHW1","BHW1ND",1,"BHW1ND.1","N","D","W",0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,335,9.1,0.4028
"278","bendering","BHW1","BHW1ND",2,"BHW1ND.2","N","D","W",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,14,NA,9.1,0.4028
"279","bendering","BHW1","BHW1ND",3,"BHW1ND.3","N","D","H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,7,NA,NA,9.1,0.4028
"280","bendering","BHW1","BHW1ND",4,"BHW1ND.4","N","D","H",0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,7,1,NA,9.1,0.4028
"281","bendering","BHW1","BHW1SD",1,"BHW1SD.1","S","D","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,21,NA,9.1,0.39285
"282","bendering","BHW1","BHW1SD",2,"BHW1SD.2","S","D","H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,NA,9.1,0.39285
"283","bendering","BHW1","BHW1SD",3,"BHW1SD.3","S","D","H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,NA,9.1,0.39285
"284","bendering","BHW1","BHW1SD",4,"BHW1SD.4","S","D","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,20,NA,9.1,0.39285
"285","bendering","BHW2","BHW2CW",2,"BHW2CW.2","C","W","W",0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,2,0,0,0,0,30,0,0,2,8,NA,8.4,0.23849
"286","bendering","BHW2","BHW2CW",4,"BHW2CW.4","C","W","W",0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,0,0,0,25,0,0,2,14,185,8.4,0.23849
"287","bendering","BHW2","BHW2MW",1,"BHW2MW.1","M","W","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,6,2,NA,8.4,0.21732
"288","bendering","BHW2","BHW2MW",2,"BHW2MW.2","M","W","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,6,5,NA,8.4,0.21732
"289","bendering","BHW2","BHW2MW",3,"BHW2MW.3","M","W","H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,NA,NA,8.4,0.21732
"290","bendering","BHW2","BHW2MW",4,"BHW2MW.4","M","W","H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,NA,NA,8.4,0.21732
"291","bendering","BHW2","BHW2NW",2,"BHW2NW.2","N","W","H",0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,8,1,NA,8.4,0.21784
"292","bendering","BHW2","BHW2NW",3,"BHW2NW.3","N","W","W",0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,53,8.4,0.21784
"293","bendering","BHW2","BHW2NW",4,"BHW2NW.4","N","W","W",0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,80,8.4,0.21784
"294","bendering","BHW2","BHW2SW",1,"BHW2SW.1","S","W","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,NA,8.4,0.17882
"295","bendering","BHW2","BHW2SW",2,"BHW2SW.2","S","W","H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,NA,8.4,0.17882
"296","bendering","BHW2","BHW2SW",3,"BHW2SW.3","S","W","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,NA,8.4,0.17882
"297","bendering","BHW2","BHW2SW",4,"BHW2SW.4","S","W","H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,NA,8.4,0.17882
"298","bendering","BHW3","BHW3CD",1,"BHW3CD.1","C","D","H",0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,1,NA,9.5,0.678
"299","bendering","BHW3","BHW3CD",2,"BHW3CD.2","C","D","H",0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,1,1,NA,9.5,0.678
"300","bendering","BHW3","BHW3CD",3,"BHW3CD.3","C","D","W",0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,5,0,9.5,0.678
"301","bendering","BHW3","BHW3CD",4,"BHW3CD.4","C","D","W",0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,1,7,0,9.5,0.678
"302","bendering","BHW3","BHW3CW",1,"BHW3CW.1","C","W","W",0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,2,9,0,4.3,0.6294
"303","bendering","BHW3","BHW3CW",2,"BHW3CW.2","C","W","H",0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,2,1,NA,4.3,0.6294
"304","bendering","BHW3","BHW3CW",3,"BHW3CW.3","C","W","W",0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,2,3,NA,4.3,0.6294
"305","bendering","BHW3","BHW3CW",4,"BHW3CW.4","C","W","H",0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,1,0,0,0,0,20,0,0,2,1,NA,4.3,0.6294
"306","bendering","BHW3","BHW3EW",1,"BHW3EW.1","E","W","W",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,4,18,310,4.3,0.30632
"307","bendering","BHW3","BHW3EW",1,"BHW3EW.1","E","W","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,18,310,4.3,0.30632
"308","bendering","BHW3","BHW3EW",2,"BHW3EW.2","E","W","H",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,2,0,0,0,0,0,0,0,4,2,NA,4.3,0.30632
"309","bendering","BHW3","BHW3EW",2,"BHW3EW.2","E","W","H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,2,NA,4.3,0.30632
"310","bendering","BHW3","BHW3EW",3,"BHW3EW.3","E","W","W",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,10,NA,4.3,0.30632
"311","bendering","BHW3","BHW3EW",3,"BHW3EW.3","E","W","W",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,10,NA,4.3,0.30632
"312","bendering","BHW3","BHW3EW",4,"BHW3EW.4","E","W","H",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,1,9,4.3,0.30632
"313","bendering","BHW3","BHW3EW",4,"BHW3EW.4","E","W","H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,1,9,4.3,0.30632
"314","bendering","BHW3","BHW3MW",1,"BHW3MW.1","M","W","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,27,NA,4.3,0.34319
"315","bendering","BHW3","BHW3MW",2,"BHW3MW.2","M","W","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,6,22,NA,4.3,0.34319
"316","bendering","BHW3","BHW3MW",3,"BHW3MW.3","M","W","H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,NA,NA,4.3,0.34319
"317","bendering","BHW3","BHW3MW",4,"BHW3MW.4","M","W","H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,4.3,0.34319
"318","bendering","BHW3","BHW3NW",2,"BHW3NW.2","N","W","H",0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,8,3,NA,4.3,0.19277
"319","bendering","BHW3","BHW3NW",4,"BHW3NW.4","N","W","W",0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,NA,4.3,0.19277
"320","bendering","BHW3","BHW3SW",1,"BHW3SW.1","S","W","H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,32,4.3,0.43824
"321","bendering","BHW3","BHW3SW",2,"BHW3SW.2","S","W","H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,NA,4.3,0.43824
"322","bendering","BHW3","BHW3SW",3,"BHW3SW.3","S","W","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,18,NA,4.3,0.43824
"323","bendering","BHW3","BHW3SW",4,"BHW3SW.4","S","W","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,4.3,0.43824
"324","bendering","BHW4","BHW4CD",1,"BHW4CD.1","C","D","H",0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,18,6.6,0.19531
"325","bendering","BHW4","BHW4CD",2,"BHW4CD.2","C","D","W",0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,1,7,128,6.6,0.19531
"326","bendering","BHW4","BHW4CD",3,"BHW4CD.3","C","D","H",0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1,3,NA,6.6,0.19531
"327","bendering","BHW4","BHW4CD",4,"BHW4CD.4","C","D","W",0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,8,15,6.6,0.19531
"328","bendering","BHW4","BHW4ED",1,"BHW4ED.1","E","D","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,NA,6.6,0.18904
"329","bendering","BHW4","BHW4ED",2,"BHW4ED.2","E","D","H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,1,9,6.6,0.18904
"330","bendering","BHW4","BHW4ED",3,"BHW4ED.3","E","D","H",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,2,20,6.6,0.18904
"331","bendering","BHW4","BHW4ED",4,"BHW4ED.4","E","D","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,210,6.6,0.18904
"332","bendering","BHW4","BHW4MD",1,"BHW4MD.1","M","D","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,5,7,53,6.6,0.71549
"333","bendering","BHW4","BHW4MD",2,"BHW4MD.2","M","D","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,5,3,35,6.6,0.71549
"334","bendering","BHW4","BHW4MD",3,"BHW4MD.3","M","D","H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,12,6.6,0.71549
"335","bendering","BHW4","BHW4ND",1,"BHW4ND.1","N","D","W",0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,24,6.6,0.65325
"336","bendering","BHW4","BHW4ND",2,"BHW4ND.2","N","D","W",0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,58,6.6,0.65325
"337","bendering","BHW4","BHW4ND",3,"BHW4ND.3","N","D","H",0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,7,1,NA,6.6,0.65325
"338","bendering","BHW4","BHW4ND",4,"BHW4ND.4","N","D","H",0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,1,NA,6.6,0.65325
"339","bendering","BHW4","BHW4SD",1,"BHW4SD.1","S","D","H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,14,6.6,0.14881
"340","bendering","BHW4","BHW4SD",2,"BHW4SD.2","S","D","H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,NA,6.6,0.14881
"341","bendering","BHW4","BHW4SD",3,"BHW4SD.3","S","D","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,12,231,6.6,0.14881
"342","bendering","BHW4","BHW4SD",4,"BHW4SD.4","S","D","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,18,338,6.6,0.14881
"343","bendering","BTW1","BTW1CD",1,"BTW1CD.1","C","D","T",0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,8,0,0,1,54,108,6.7,0.41115
"344","bendering","BTW1","BTW1CD",2,"BTW1CD.2","C","D","W",0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,7,0,0,1,5,40,6.7,0.41115
"345","bendering","BTW1","BTW1CD",3,"BTW1CD.3","C","D","W",0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,22,NA,6.7,0.41115
"346","bendering","BTW1","BTW1ED",1,"BTW1ED.1","E","D","T",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,1,0,0,0,0,0,0,0,3,45,90,6.7,0.36998
"347","bendering","BTW1","BTW1ED",2,"BTW1ED.2","E","D","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,55,6.7,0.36998
"348","bendering","BTW1","BTW1ED",3,"BTW1ED.3","E","D","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,170,6.7,0.36998
"349","bendering","BTW1","BTW1EW",1,"BTW1EW.1","E","W","T",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,45,90,8.6,0.5824
"350","bendering","BTW1","BTW1EW",4,"BTW1EW.4","E","W","T",0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,36,72,8.6,0.5824
"351","bendering","BTW1","BTW1MD",1,"BTW1MD.1","M","D","T",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,58.5,117,6.7,0.41962
"352","bendering","BTW1","BTW1MD",2,"BTW1MD.2","M","D","T",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,27,54,6.7,0.41962
